"team","birth_date","age","player_id","position","full_name"
"NULL","2000-06-23","24","12370","WR","Praise Olatoke"
"NULL","1988-01-14","32","474","WR","Hakeem Nicks"
"CAR","1999-08-11","25","8170","TE","James Mitchell"
"CAR","NULL","NULL","12488","WR","Kobe Hudson"
"NULL","1992-04-03","31","1833","RB","Damien Williams"
"NULL","1995-06-21","26","5787","WR","Bryce Bobo"
"NULL","1988-04-16","30","523","RB","Joe McKnight"
"NULL","1994-03-18","27","4791","RB","Darius Victor"
"NULL","NULL","NULL","8440","WR","Player Invalid"
"DET","NULL","NULL","13110","TE","Zach Horton"
"NULL","1987-06-12","33","570","WR","Seyi Ajirotutu"
"NULL","2000-03-08","24","12144","WR","Je'Quan Burton"
"NULL","1995-05-26","29","6662","TE","Parker Hesse"
"CHI","2001-09-15","23","12036","RB","Ian Wheeler"
"NULL","1995-08-10","26","5140","WR","Jaelon Acklin"
"NULL","1987-12-03","32","1323","TE","Sean McGrath"
"NULL","NULL","NULL","4929","WR","Ahmad Fulwood"
"NULL","1987-08-05","33","507","RB","C.J. Spiller"
"NULL","1986-06-24","34","4825","WR","Freddie Brown"
"NULL","1991-04-13","31","1244","WR","Josh Gordon"
"NULL","1990-11-09","31","1596","RB","Christine Michael"
"TEN","1997-04-30","28","5967","RB","Tony Pollard"
"NULL","1996-07-20","25","5384","WR","Jonah Trinnaman"
"DEN","1997-12-05","27","8076","WR","Michael Bandy"
"NULL","1985-04-12","36","695","WR","Ted Ginn"
"BUF","NULL","NULL","12756","WR","Stephen Gosnell"
"SEA","1999-12-16","25","12048","RB","George Holani"
"ARI","1999-03-23","26","10217","QB","Clayton Tune"
"NULL","1992-10-09","29","3392","RB","Daniel Lasco"
"NULL","1982-08-29","35","697","RB","Leon Washington"
"NYG","2001-04-10","24","12888","WR","Dalen Cambre"
"NULL","1987-07-02","33","584","TE","Clay Harbor"
"NULL","1998-10-15","23","7437","WR","Kyle Williams"
"WAS","2002-05-01","23","12641","WR","Jaylin Lane"
"NULL","1993-05-29","31","3454","WR","Danny Anthrop"
"NULL","1998-12-02","24","11496","WR","Braydon Johnson"
"NULL","1997-12-20","24","7379","TE","Rysen John"
"NULL","1993-05-04","27","2458","RB","Karlos Williams"
"NULL","1990-01-09","32","1114","WR","Justin Blackmon"
"NULL","1990-12-07","29","2132","WR","Jared Abbrederis"
"LV","2001-03-08","24","10213","WR","Tre Tucker"
"NULL","1997-08-19","26","5916","RB","Darrell Henderson"
"NULL","1996-09-07","28","6069","WR","Stanley Morgan"
"NULL","1988-12-13","33","3908","TE","Eric Wallace"
"NULL","1999-12-15","25","12165","QB","Spencer Sanders"
"ARI","1999-11-22","25","8130","TE","Trey McBride"
"NULL","1999-09-14","23","10211","RB","Camerun Peoples"
"NULL","1976-03-24","44","294","QB","Peyton Manning"
"NULL","1992-05-20","29","3463","RB","Jhurell Pressley"
"JAX","1999-01-21","26","7536","TE","Quintin Morris"
"NULL","1995-10-27","26","6163","WR","Alex Wesley"
"NULL","1995-11-30","26","6491","RB","Adam Choice"
"NULL","1989-12-21","30","1275","RB","Jonathan Grimes"
"IND","2000-05-02","25","8142","WR","Alec Pierce"
"NULL","1987-11-08","33","621","QB","Sam Bradford"
"NULL","1999-08-20","24","11298","TE","Ryan Jones"
"NULL","1992-02-25","29","2465","WR","Kenny Bell"
"NULL","1997-11-20","27","7045","RB","Joshua Kelley"
"NULL","1996-05-31","27","7086","WR","John Hightower"
"NULL","1992-12-01","27","2544","WR","Tre McBride"
"NULL","1996-11-17","25","7616","WR","Kai Locksley"
"NULL","1997-02-23","24","6548","RB","Marcus Marshall"
"NULL","NULL","NULL","11634","WR","Player Invalid"
"NULL","1993-05-19","28","3344","TE","David Morgan"
"NULL","1997-02-19","26","7210","WR","Kendall Hinton"
"NULL","1992-05-22","32","2875","RB","Tony Creecy"
"NULL","1983-02-19","34","87","TE","Jeff King"
"IND","1997-12-28","27","6964","TE","Sean McKeon"
"NULL","1992-04-10","25","2048","RB","Marion Grice"
"HOU","2001-04-11","24","11648","QB","Kedon Slovis"
"NE","1994-12-07","30","3214","TE","Hunter Henry"
"NULL","NULL","NULL","5109","WR","Duplicate Player"
"NULL","1992-11-16","25","3863","QB","Joe Licata"
"NULL","1987-05-11","33","396","WR","Louis Murphy"
"NULL","1991-05-30","26","2272","TE","Chase Dixon"
"NULL","1988-04-06","29","534","WR","Carlton Mitchell"
"NULL","1987-08-31","30","496","WR","Brandon Gibson"
"NULL","1986-07-24","34","1014","TE","Richie Brockel"
"NULL","1995-11-10","26","7336","RB","James Gilbert"
"NULL","1994-02-01","27","4522","WR","Carlton Agudosi"
"NULL","1999-09-19","25","12254","WR","Phillip Brooks"
"NULL","1995-03-06","27","5277","TE","Deon Yelder"
"NULL","NULL","NULL","2925","WR","Darius Davis"
"BUF","1994-08-20","30","3976","QB","Mitchell Trubisky"
"NULL","2001-04-13","24","12215","TE","Kevin Foelsch"
"NULL","NULL","NULL","7584","WR","Brennan Eagles"
"NULL","1991-10-31","30","3063","WR","Jordan Leslie"
"JAX","1999-10-06","25","7523","QB","Trevor Lawrence"
"NULL","1999-01-31","25","8164","QB","Matt Corral"
"NYG","2003-05-13","22","12508","QB","Jaxson Dart"
"NULL","1988-05-16","29","173","WR","Andy Tanner"
"NE","2001-06-14","24","11605","TE","Jaheim Bell"
"NULL","1990-02-02","30","1724","WR","Rashad Ross"
"NULL","1987-03-10","33","40","TE","Martellus Bennett"
"NULL","1989-01-26","32","826","WR","Torrey Smith"
"NULL","1990-04-12","30","1265","RB","Daryl Richardson"
"NULL","1989-03-01","28","1771","WR","M Harris"
"NULL","1995-01-07","27","5207","WR","Marchie Murdock"
"NULL","NULL","NULL","7897","QB","Roland Rivers"
"NULL","NULL","NULL","8700","WR","Savon Scarver"
"NULL","1988-11-14","28","1491","RB","Michael Cox"
"NULL","1994-02-24","27","3472","TE","David Grinnage"
"DEN","1994-09-02","30","4066","TE","Evan Engram"
"NULL","1989-10-22","30","1225","RB","LaMichael James"
"NULL","2000-03-10","23","11329","WR","Josh Vann"
"WAS","2001-04-12","24","12533","RB","Jacory Croskey-Merritt"
"NULL","1992-05-08","26","3856","TE","Braxton Deaver"
"NULL","NULL","NULL","6524","WR","Jamire Jordan"
"NYG","1992-04-10","33","3048","TE","Chris Manhertz"
"NULL","1995-07-22","29","3164","RB","Ezekiel Elliott"
"NULL","1997-01-14","24","6227","WR","Nick Easley"
"NULL","1986-07-12","31","151","WR","Lavelle Hawkins"
"NULL","1993-09-01","28","3310","WR","Jordan Payton"
"NULL","1988-06-27","32","874","TE","Julius Thomas"
"NULL","1997-06-07","25","8087","QB","K.J. Costello"
"NULL","1990-06-17","34","3052","WR","Kendrick Ings"
"DAL","1995-04-03","30","5903","QB","Will Grier"
"NULL","1998-07-07","26","6886","WR","Chase Claypool"
"NE","1998-06-23","27","6945","RB","Antonio Gibson"
"NULL","1992-04-12","29","2732","TE","Connor Hamlett"
"NULL","1989-05-11","32","954","QB","Cam Newton"
"NULL","1994-01-07","28","4704","QB","Tyler Ferguson"
"NULL","1994-05-24","24","3711","WR","Quinshad Davis"
"TB","2001-06-09","24","12787","RB","Josh Williams"
"NULL","1998-03-25","23","6932","TE","Charlie Taumoepeau"
"NULL","1985-06-20","32","222","WR","Josh Morgan"
"NULL","1996-06-20","25","5144","RB","Malik Williams"
"ATL","2000-03-15","25","8227","TE","Teagan Quitoriano"
"NULL","2001-06-17","22","9223","RB","Tiyon Evans"
"NULL","1988-08-08","29","906","RB","Phillip Tanner"
"NULL","1998-07-28","24","8232","WR","Jaquarii Roberson"
"NULL","1983-06-05","37","201","WR","Marques Colston"
"NULL","1997-12-05","25","11111","WR","Sy Barnett"
"NULL","1994-01-25","26","2375","WR","Jaelen Strong"
"NULL","1988-09-25","33","3148","WR","Anthony Dable"
"NULL","1993-02-25","32","2898","TE","Cameron Clear"
"NULL","1986-07-22","34","108","WR","Steve Johnson"
"NULL","1998-03-28","23","6362","WR","Dredrick Snelson"
"MIN","2003-01-20","22","11565","QB","J.J. McCarthy"
"SEA","2001-01-02","24","11859","QB","John Rhys Plumlee"
"NULL","1993-05-26","27","2488","WR","Evan Spencer"
"NULL","1994-01-30","27","3547","TE","Braedon Bowman"
"NULL","1999-06-17","26","8171","WR","Kyle Philips"
"NULL","1997-07-27","25","6385","RB","Matt Colburn"
"NULL","1987-11-02","32","999","WR","Marcus Easley"
"LV","2000-09-10","24","8220","RB","Sincere McCormick"
"NULL","NULL","NULL","12039","RB","TD Ayo-Durojaiye"
"NULL","1986-10-07","36","490","QB","Chase Daniel"
"NO","1998-08-31","26","8676","WR","Rashid Shaheed"
"NULL","1987-11-19","32","1022","QB","Thaddeus Lewis"
"CHI","1997-07-23","28","6271","WR","Olamide Zaccheaus"
"NULL","1994-12-27","25","4879","WR","Francis Owusu"
"NULL","1995-12-30","26","5756","TE","Garrett Dickerson"
"NULL","2000-05-18","24","11848","QB","Casey Bauman"
"NULL","1980-06-26","40","461","QB","Michael Vick"
"NULL","2000-09-14","24","11885","WR","Ramel Keyton"
"NULL","1995-12-19","26","5391","WR","Steven Dunbar"
"NULL","1984-10-25","33","86","TE","Dante Rosario"
"NULL","NULL","NULL","8133","WR","Player Invalid"
"LAC","1997-09-15","24","6866","WR","KJ Hill"
"NULL","1992-01-13","33","2756","TE","Andrew Gleichert"
"NULL","NULL","NULL","3026","QB","Mike Hartline"
"NULL","1989-06-22","31","1221","QB","Ryan Lindley"
"NULL","1993-12-25","28","4416","WR","Austin Carr"
"NULL","1996-03-17","25","5135","WR","Saeed Blacknall"
"NULL","1999-04-12","25","12086","WR","Cam Johnson"
"NULL","1992-08-15","32","2651","QB","Phillip Sims"
"NULL","1993-06-11","28","4660","TE","Sean Culkin"
"SF","1998-10-21","26","6920","WR","Isaiah Hodgins"
"NULL","1992-06-12","29","3485","TE","Henry Krieger-Coble"
"LV","2003-12-02","21","12527","RB","Ashton Jeanty"
"DAL","2001-04-20","24","10225","WR","Jonathan Mingo"
"NULL","1991-04-15","30","3516","WR","Mitch Mathews"
"IND","2002-09-13","22","12470","QB","Riley Leonard"
"NULL","2000-04-13","24","12118","TE","Jacob Warren"
"NULL","1993-10-22","28","4827","WR","Germone Hopper"
"CAR","2003-03-18","22","12473","TE","Mitchell Evans"
"NULL","1998-12-10","25","8428","RB","Zander Horvath"
"NULL","1990-03-15","30","1102","WR","Keshawn Martin"
"MIN","NULL","NULL","12880","WR","Silas Bolden"
"NULL","1994-02-04","27","5280","TE","Pharoah McKever"
"WAS","1999-09-26","25","10219","RB","Chris Rodriguez"
"NULL","1994-03-26","27","4051","QB","Chad Kelly"
"NULL","1994-08-12","27","4563","TE","Taylor McNamara"
"NULL","1996-03-27","26","5271","RB","Buddy Howell"
"NULL","1996-02-02","28","4985","RB","Rashaad Penny"
"NULL","1994-06-08","27","4725","TE","Phazahn Odom"
"NULL","1993-11-01","28","3810","RB","Brandon Burks"
"GB","1998-03-12","27","5917","WR","Mecole Hardman"
"NULL","1991-11-07","33","2945","RB","Lee Ward"
"CHI","1997-04-14","28","4983","WR","DJ Moore"
"NYG","2001-04-02","24","12460","WR","Antwane Wells"
"NULL","1991-12-15","27","3100","TE","Ronnie Shields"
"PHI","1995-01-03","30","5022","TE","Dallas Goedert"
"DAL","2001-08-12","23","12849","WR","Traeshon Holden"
"NULL","1985-01-25","35","735","RB","Danny Woodhead"
"NULL","1986-11-24","37","616","TE","Jimmy Graham"
"TEN","1998-08-29","26","7436","WR","Mason Kinsey"
"NULL","1992-12-10","29","4434","WR","Brisly Estime"
"NULL","1993-02-05","28","3045","TE","Gannon Sinclair"
"NULL","1990-04-27","30","1976","RB","Zurlon Tipton"
"NULL","1991-12-13","33","2923","RB","Connor Neighbors"
"NULL","1995-09-05","26","5176","WR","Davon Grayson"
"NULL","1988-03-13","32","1481","QB","Brad Sorensen"
"NULL","NULL","NULL","1943","WR","Lacoltan Bester"
"NULL","1994-10-13","27","6701","WR","Fred Trevillion"
"NULL","1993-09-24","28","4541","WR","Brandon Reilly"
"NULL","1996-10-27","25","6031","RB","Alex Barnes"
"NULL","1997-10-30","25","11182","RB","Ronald Awatt"
"NULL","NULL","NULL","3030","WR","Kai De La Cruz"
"BAL","2001-07-13","24","13042","WR","Xavier Guillory"
"NULL","1998-03-26","25","7556","WR","Marquez Stevenson"
"NULL","1989-05-30","32","794","WR","Kamar Aiken"
"NULL","1994-12-06","27","4178","RB","Donnel Pumphrey"
"NULL","1992-08-09","32","3462","WR","Jared Dangerfield"
"NULL","1994-09-16","27","4273","RB","Chris Carson"
"NULL","1986-08-04","34","543","TE","Garrett Graham"
"NULL","1993-10-02","28","4708","WR","KeVonn Mabon"
"NULL","1993-05-11","28","3205","QB","Cody Kessler"
"NULL","1994-09-16","27","6692","WR","Joe Horn"
"NO","2001-12-05","23","13043","WR","Chris Tyree"
"NULL","NULL","NULL","13160","TE","Reggie Brown"
"NULL","1991-08-21","27","2637","TE","Casey Pierce"
"NULL","1991-11-03","33","2886","TE","Justin Sinz"
"NULL","1990-04-23","31","5799","WR","Darius Prince"
"NULL","1998-08-11","24","8705","WR","Landon Lenoir"
"NULL","1996-02-23","24","5755","TE","Duplicate Player"
"NULL","1992-07-17","26","2654","WR","Jaxon Shipley"
"CAR","1990-08-22","34","1689","WR","Adam Thielen"
"NULL","1989-11-22","30","1030","WR","Damaris Johnson"
"NULL","2001-01-28","23","12231","WR","JJ Laap"
"GB","2000-05-16","25","11082","TE","Ben Sims"
"NULL","1999-07-19","25","12085","TE","Alec Holler"
"NULL","2001-02-12","23","12033","WR","OJ Hiliare"
"NULL","1999-12-04","23","8233","RB","Mataeo Durant"
"CLE","1998-09-25","26","8755","WR","Kaden Davis"
"NULL","2001-09-25","23","12392","WR","Tre Mosley"
"NULL","1995-08-12","28","5292","WR","Devin Ross"
"NULL","1985-02-23","35","465","TE","Brandon Pettigrew"
"NULL","NULL","NULL","3033","WR","Adam Drake"
"NULL","1998-08-09","26","6955","RB","James Robinson"
"NULL","1987-08-05","30","405","WR","Kevin Ogletree"
"NULL","1996-01-14","25","6606","QB","Nick Fitzgerald"
"NULL","1997-06-30","24","5068","RB","Kerryon Johnson"
"NULL","1992-07-19","29","2121","WR","T.J. Jones"
"NULL","1996-10-27","25","7387","WR","George Campbell"
"NULL","2000-02-03","24","11941","WR","Isaiah Wooden"
"NULL","1989-06-02","32","1200","QB","Austin Davis"
"MIA","2004-01-15","21","12495","RB","Ollie Gordon"
"NULL","1993-01-08","29","1901","RB","Isaiah Crowell"
"NULL","1988-12-12","33","1170","RB","Alfred Morris"
"NULL","1993-09-28","28","3366","RB","Kelvin Taylor"
"NULL","1995-04-06","26","5175","WR","Jawill Davis"
"NULL","1995-12-22","28","5102","WR","Daurice Fountain"
"NULL","1995-02-07","26","5261","WR","Jester Weah"
"NULL","1997-06-29","24","6187","RB","Aca'Cedric Ware"
"KC","1994-04-30","31","4602","TE","Robert Tonyan"
"NULL","1999-05-15","24","7586","WR","Dazz Newsome"
"NULL","1993-02-05","24","2924","TE","Duplicate Player"
"NULL","1995-03-02","26","4125","WR","Taywan Taylor"
"SEA","1994-05-09","31","4189","TE","Eric Saubert"
"NULL","1987-09-25","29","882","TE","David Ausberry"
"NULL","1989-06-06","32","1269","TE","Bradley Sowell"
"NULL","1997-11-30","25","5919","RB","Elijah Holyfield"
"NULL","1995-03-30","26","4364","WR","Karel Hamilton"
"NULL","1992-10-03","29","3657","RB","Rob Kelley"
"NULL","1987-02-13","33","620","WR","Preston Parker"
"NULL","1998-07-12","23","8099","WR","DeMichael Harris-DUP"
"NULL","1994-07-27","30","3727","WR","Dennis Parks"
"NULL","1998-09-26","24","11544","WR","Avery Davis"
"NULL","1995-03-14","26","4497","WR","Tony Stevens"
"NULL","1995-02-23","26","5005","WR","Jaleel Scott"
"NULL","1989-01-27","32","811","RB","Stevan Ridley"
"NULL","1991-07-29","27","2101","RB","Lache Seastrunk"
"NULL","1992-01-28","29","1794","RB","David Fluellen"
"NULL","1998-02-10","25","8825","WR","Kekoa Crawford"
"NULL","1995-09-12","29","5695","WR","Brandon Powell"
"NULL","2001-08-30","23","12260","TE","Mason Fairchild"
"MIA","2000-10-31","24","12863","WR","Andrew Armstrong"
"NULL","NULL","NULL","7104","RB","Shannon Brooks"
"NULL","1992-05-16","29","2499","TE","Randall Telfer"
"LAC","1995-07-30","30","5133","TE","Tyler Conklin"
"NULL","1991-04-20","30","2189","RB","Tyler Gaffney"
"MIA","2002-12-17","22","12852","WR","Monaray Baldwin"
"NULL","NULL","NULL","13100","TE","Eli Wilson"
"NULL","1995-03-24","26","5734","WR","C.J. Duncan"
"NULL","1991-12-31","30","2175","WR","Bernard Reedy"
"NULL","1996-12-08","25","6370","WR","Damion Jeanpiere"
"NULL","1999-08-26","24","11140","TE","Leonard Taylor"
"NULL","1999-06-01","24","11176","RB","Khalan Laborn"
"KC","1999-10-26","25","8221","RB","Keaontay Ingram"
"DAL","1996-08-02","29","8917","WR","KaVontae Turpin"
"NULL","1997-01-11","26","7885","WR","Bailey Gaither"
"NULL","NULL","NULL","12320","TE","Treyton Pickering"
"NYG","1999-11-23","25","11655","RB","Tyrone Tracy"
"NULL","1994-07-17","27","3646","RB","Quayvon Hicks"
"MIN","2001-03-28","24","12775","QB","Max Brosmer"
"JAX","NULL","NULL","12901","TE","Patrick Herbert"
"NULL","NULL","NULL","12291","WR","Dakota Caton"
"NULL","1998-02-25","24","7901","WR","Rico Bussey"
"TEN","1992-09-28","32","2374","WR","Tyler Lockett"
"TEN","1996-09-21","28","6957","WR","James Proche"
"TEN","1992-09-05","32","3357","QB","Brandon Allen"
"NULL","1997-02-28","25","7573","WR","Damon Hazelton"
"KC","2000-04-22","25","10229","WR","Rashee Rice"
"NULL","1996-12-23","26","8881","WR","Willie Johnson"
"NULL","1987-06-07","33","885","TE","Richard Gordon"
"NULL","1996-08-02","26","7466","RB","Nathan Cottrell"
"NYJ","1990-03-03","27","3050","WR","Myles White"
"NULL","1988-11-01","31","1759","TE","Larry Donnell"
"NULL","1991-02-10","30","1451","RB","C.J. Anderson"
"NULL","1997-12-10","24","7161","WR","Shane Leatherbury"
"NULL","1994-09-15","27","4208","WR","Rodney Adams"
"NULL","1991-01-25","29","1866","WR","Michael Campanaro"
"TB","2000-09-22","24","12776","QB","Connor Bazelak"
"NULL","1996-06-13","25","6685","WR","Jalen Greene"
"NULL","1997-08-14","26","6956","TE","Devin Asiasi"
"NULL","1993-05-26","25","3918","WR","TJ Thorpe"
"MIA","2001-10-13","23","9226","RB","De'Von Achane"
"NULL","1995-02-26","28","5536","RB","Dontrell Hilliard"
"NULL","1995-12-16","26","5625","WR","Cam Phillips"
"DEN","2002-03-19","23","9494","WR","Marvin Mims"
"NULL","1994-02-15","27","5243","WR","Detrich Clark"
"NULL","1995-09-05","27","4362","TE","Cethan Carter"
"NULL","1989-03-21","28","1738","QB","Matt Blanchard"
"NULL","1993-08-24","31","4973","TE","Hayden Hurst"
"JAX","NULL","NULL","12905","TE","John Copenhaver"
"NULL","1992-11-20","29","4535","TE","Steven Wroblewski"
"NULL","1993-09-23","29","2382","RB","Duke Johnson"
"ATL","2000-05-08","25","11559","QB","Michael Penix"
"NULL","1990-12-05","27","1454","RB","Montee Ball"
"NULL","1999-03-04","25","6878","RB","Anthony McFarland"
"NULL","1990-01-22","30","2007","QB","Bryn Renner"
"NULL","1996-11-07","25","7993","RB","Trey Ragas"
"NULL","1993-08-03","28","2585","RB","Thomas Rawls"
"NULL","1999-06-02","23","8184","RB","D'Vonte Price"
"NULL","1994-08-07","27","4665","QB","Eli Jenkins"
"CIN","1995-10-03","29","4993","TE","Mike Gesicki"
"NULL","1999-12-03","25","12070","TE","McCallan Castles"
"NULL","1993-05-12","28","4613","WR","Shaq Hill"
"NULL","1993-09-08","28","4367","WR","Monty Madaris"
"NULL","NULL","NULL","6394","WR","Romell Guerrier"
"GB","NULL","NULL","12928","RB","Amar Johnson"
"NULL","1997-09-23","24","7848","TE","Scooter Harrington"
"LAC","1999-10-21","25","12113","TE","Thomas Yassmin"
"NULL","1995-11-06","26","4576","RB","Jahad Thomas"
"NULL","1991-12-06","30","2411","RB","Jeremy Langford"
"NULL","1995-04-13","29","5248","RB","Gus Edwards"
"DEN","2003-02-06","22","11627","WR","Troy Franklin"
"NULL","1992-04-22","32","2755","TE","Eric Tomlinson"
"NULL","1992-10-21","25","3649","TE","Michael Cooper"
"NULL","1997-09-07","24","7735","TE","Cary Angeline"
"NULL","1994-12-27","27","1273","WR","Francis Owusu"
"CAR","1995-12-21","29","5955","WR","Hunter Renfrow"
"NULL","1984-06-12","33","104","WR","Donnie Avery"
"NULL","1992-03-01","29","2191","WR","Marcus Lucas"
"NULL","1996-11-08","25","6493","TE","Justin Johnson"
"TB","1986-04-22","35","1592","TE","Darren Fells"
"NULL","NULL","NULL","6393","TE","Elkanah Dillon"
"LV","1993-10-15","28","3868","RB","Jalen Richard"
"SF","1996-09-30","28","5323","WR","Equanimeous St. Brown"
"SEA","NULL","NULL","13151","TE","Nick Kallerup"
"NULL","1987-10-29","30","806","RB","Daniel Thomas"
"NULL","1995-08-08","26","5166","WR","Da'Mari Scott"
"NULL","1996-09-20","25","6982","TE","Cheyenne O'Grady"
"NULL","1986-09-05","36","533","QB","Colt McCoy"
"CLE","NULL","NULL","13212","WR","Cade McDonald"
"NULL","1987-05-08","30","291","RB","Felix Jones"
"NULL","1994-12-31","27","4641","WR","Keeon Johnson"
"NULL","1991-06-09","29","1579","RB","Stepfan Taylor"
"NULL","1990-09-08","31","1388","TE","Tyler Eifert"
"NULL","1986-05-22","35","344","WR","Julian Edelman"
"NULL","1976-06-23","41","740","WR","Brandon Stokley"
"NYG","1999-05-14","26","11654","RB","Dante Miller"
"NULL","1995-01-18","27","4175","WR","Chad Hansen"
"NULL","1997-01-07","27","6108","RB","Jacques Patrick"
"NULL","1999-11-25","25","13017","QB","Hajj-Malik Williams"
"DEN","1997-02-05","28","6869","TE","Adam Trautman"
"NULL","1995-01-25","26","4480","WR","Bobo Wilson"
"NULL","1992-10-06","26","2712","RB","Blake Renaud"
"NULL","1988-05-11","32","411","WR","Jeremy Maclin"
"NULL","1995-06-05","26","6115","RB","Wes Hills"
"NULL","1997-12-04","27","6234","WR","Deonte Harty"
